mmsi,imo
477302900,9795646
518100736,9806055
525008097,9746073
525010070,9628958
525119108,9224659
527325768,9263227
533048600,9546825
533130000,9030838
533651864,9323027
536096400,9710749
538005390,9697595
538005485,9169330
538005991,9690626
538006200,9408683
538006205,9720304
538006389,9738911
538007766,9306627
538008000,9544736
538008079,9826574
538008122,9500091
538008394,9483554
555127392,9435234
562137712,9130391
562345696,9651876
563009096,9430612
563015200,9374296
563020400,9737474
563022640,9634476
563029196,9427471
563034500,9797125
563036690,9799537
563037760,9393101
563042400,9786748
563044760,8624668
563050208,9113094
563059848,9402823
563413000,9665308
563415416,9680645
563961000,9351050
563977496,9571258
564059400,9417713
564368988,9529542
564371384,9596466
564435000,9488413
564454000,9387267
564603000,9300142
564628128,9349588
564714334,9308845
564716810,9229427
564882512,9625906
564888000,9675145
565031000,9308120
565106968,9189184
565469000,9308170
565805000,9488360
566185192,9741592
566483000,9462043
566680000,9639373
566682024,9717371
574417000,9533517
574808000,9137583
636014331,9479163
636014788,9382736
636014943,9487251
636015175,9592238
636015985,9408360
636016080,9253325
636016504,9332834
636016836,9723162
636017882,9777216
636018235,9213583
636018606,9833670
636018926,9793260
636019277,9392315
2064405,9535137
2579992,9560766
3386264,9243320
5631072,9555307
7099760,9312482
26195618,9830197
101272752,9379040
106212869,9140401
107295678,9328699
210963000,9610286
215307000,9382750
220397000,9302889
228059600,9346952
235010440,9318151
235109665,9702144
241118000,9471276
249186000,9286243
255805669,9305477
255805810,9690078
256398000,9291597
271043758,9663817
301015932,8819976
305459000,9433298
305590000,9508380
309787000,9333632
311016000,9352145
311053600,9602772
319070500,9297515
319137600,9416070
351376000,9430727
352181496,9397767
352495000,9148647
354220000,9329796
355924000,9519145
355929000,9108037
356185000,9154270
356344000,9443114
357893000,9172636
359871088,9484285
370883000,9515448
373131000,9590072
373183000,9461415
373221000,9440227
373841000,9651943
374345000,9765562
374543000,9763980
405000193,9188611
412013000,9177533
412473490,9578373
414476376,9708825
419000204,9174488
419559000,9116242
422173000,9172052
431552000,9741396
447025000,9534781
477182300,9622590
477424600,9467287
506104000,9032288
508111182,9682552
514019586,9815264
518394656,9342592
525005174,9190810
525299364,9863376
533346000,9284594
533870000,9016387
533925000,9293832
537024872,9438315
538001784,9002609
538003212,9337755
538003703,9456226
538005089,9654775
538005814,9671931
538006355,9722429
538007114,9719393
538007483,9330719
538007580,9406025
538008331,9411226
540071916,9784659
542151176,9308663
542218082,9830197
548642832,9382528
548918000,9652571
548955000,9800001
562292732,1010301
562716040,9397212
563005293,9683001
563021444,9456513
563029856,9561411
563034792,9688453
563060159,9600932
563062700,9525948
563065600,9832250
563069384,9572575
563081733,9349514
563169390,9482665
563675600,8827090
563982000,9604134
564025616,9315616
564532002,9830197
564665968,9262950
564714517,9767388
565713000,9423906
565969120,9332418
566158000,9561485
566162968,9550644
566376000,9370991
566469932,9407328
566964219,9501423
567491000,9151034
568903332,9275402
574002990,9668099
574487000,9444211
636012254,9294800
636013194,9167186
636013705,9339648
636016532,9166871
636016673,9267637
636016984,9706308
636017642,9107887
636018676,9220720
636018827,9410399
636092735,9337250
665167840,9423126
666693512,9539755
669756012,9874363
686889000,7934987
5187368,9804588
5475768,9472749
106975202,9352860
210531000,9344485
218170000,9393242
224834176,9763502
235572000,9248540
239838000,9233260
240611000,9330472
249580000,9485631
259002000,9559688
311000260,9433559
311000923,9454436
311166000,7108930
311594000,9277814
312715000,9104421
314496000,9524827
319878976,9798296
326567672,9746499
351781000,9278947
351916000,9461154
352746000,9416111
354740000,9284556
354866000,9317028
355962000,9719331
356215000,9438664
356465872,9442550
357232000,9562491
357577000,9390252
357770000,9660011
370588000,9291353
371982000,9411135
372192000,9333761
372317000,9419670
372552088,9397896
372914000,9336050
373566000,9615092
374435000,9348522
405000198,9317133
441582000,9256987
458311322,7514177
477166100,9758492
477233900,9714630
477243100,9643934
477348100,9725859
477730500,9227704
518100567,8220618
525119036,9531296
525119082,9260029
525200571,8804232
529941000,9475909
533808969,9381328
534877784,9217981
538003144,9357755
538004601,9604811
538005330,9593464
538005482,9677375
538005735,9698654
538006891,9731731
538007316,9313761
538218806,9558933
563015500,9687447
563029892,9350654
563033100,9809887
563034176,9332456
563035520,9763552
563037800,9824875
563052444,9825025
563167706,9133850
563171412,9719769
563176775,9829643
563485000,9248681
564032048,9112698
564504000,9233650
564527512,9329722
564713729,9111462
564715056,9360623
564816136,9362061
565037000,9561239
565218000,9378694
565556000,9308168
565866008,9382580
566107992,9628805
566430008,9443530
566851816,9672404
566853138,9710359
567273000,9353682
568846288,9550383
569226304,9248693
636013456,9403621
636014577,9419931
636014629,9420124
636014890,9354648
636016293,9676527
636017088,9739501
636018374,9493860
636019138,9505833
636091835,9467055
663687096,9761970
712064828,8819976
794145720,9572977
103622582,9724582
209034000,9583158
209605000,9841897
215384000,9720263
215737000,9465708
235010710,9300415
235097381,9724594
248357000,9757541
249251000,9721035
256448000,9476824
257654000,9493975
259071000,9350288
304610000,9305295
311000585,9764958
311000852,9416692
311053700,9588005
312107000,9303376
313675960,9477517
319013600,9561253
351178000,9151400
351200000,9760926
351320000,9526980
352632000,9353462
354131000,9628518
354479000,9787792
355292000,9362310
355424000,9392614
356746000,9204805
357262000,9518098
370715000,9707338
371374000,9558218
371784000,9316854
374486000,9133719
405000117,9077252
405000131,9083081
440059000,9125308
440172000,9232369
441854000,9548316
441939000,9284714
477023700,9708502
477056800,9414711
477098300,9614921
477148700,9757864
477159300,9325324
477178700,9532604
477232300,9343338
477328500,9610250
477331982,9625542
477726500,9402641
477756000,9175092
524985700,9505106
525006215,9522764
525020330,9737450
525105001,9165853
525300340,9546241
525821264,9549114
533647372,9794771
536766872,9352432
538003875,9460265
538004998,9653795
538005187,9697624
538005626,9456484
538006940,9296846
538007638,9514080
538008135,9829643
538008169,9831816
538008236,9285005
538071277,1012880
541297963,9724702
543977480,9736834
548940000,9743227
562267433,9724697
562595696,9629299
562758104,9169316
563027812,9809057
563031816,9339882
563034600,9797981
563067480,9550644
563072800,9832262
563075348,9427067
563077900,9855707
563181000,9236561
563736072,9687631
564200968,9727675
564221040,9537161
564714746,9371907
564868328,9055565
565310992,9629158
565636480,9613795
565823000,9496068
565833200,9180243
565840488,9683348
566186408,9212474
566302000,9557745
566687024,9189172
567722304,9604782
569717304,9054872
570192863,9627667
574473000,9335458
636012647,9292204
636013611,9337212
636014046,9460332
636015015,9493779
636015473,9423334
636016199,9332872
636016292,9676515
636017799,9545560
636017973,9347425
636018848,9793246
636092136,9482859
214182719,9311555
215192000,9410753
226333000,9537757
228098700,9776418
229687000,9708760
235070619,9449819
235108666,9703007
239802000,9221853
241054000,9510187
247286500,9511466
248390000,9281437
248475976,9687631
248639000,9432488
249305000,9284570
249806000,9282742
256558000,9670107
256958000,9246279
275471836,9235127
306009000,8902955
351983000,9832638
352011000,9468970
352885000,9809564
353383000,9442380
353998800,9284788
354359000,9290191
356410000,9604861
357077000,9169158
357256000,9646194
357359000,9878577
357415000,9256987
357417000,9597434
369717736,9830472
371060000,9610432
375807000,9126871
403521000,9220964
413270430,9105281
414307000,9432165
419001344,9331933
457609000,8613657
477162500,9804277
477178187,7351977
477617800,9377391
477900900,9706401
495929936,9813424
518100013,9109897
525003109,9474424
525023188,9279666
536851872,9460629
538002652,9330800
538003846,9426740
538003869,9513402
538004215,9334569
538005629,9637260
538006045,9686376
538007036,9489041
538007446,9760421
538007452,9735816
538007637,9514078
538008211,9491288
538090188,9293131
543752038,9349617
554784343,9779941
562267427,9724582
562577880,9631395
562959928,9456771
563019012,9555395
563021064,9430612
563024856,9704037
563035396,9830484
563038000,9515424
563038448,9429338
563041784,9554614
563091100,9840726
563167703,9779941
563267000,9628336
563637000,9403310
564090000,9334284
564488112,9066423
564720217,9238777
564797256,9158123
564851000,9054339
564972328,9116400
565866000,9759305
566052996,9456513
566132998,9386055
566621960,9404900
566734000,9668843
566746000,9639385
567136984,9169536
569451388,8819976
574001750,9389722
574004150,9668128
609229816,9158587
620512000,9820245
633962002,9710359
636014296,9704037
636016265,9279769
636016500,9467873
636017723,9330070
636017838,9272668
636091203,9423542
682689796,9783514
733005160,9750880
4695264,9595498
5631041,9433016
7461568,9046423
33787177,9724697
53011021,9392315
204002981,9676527
215036000,9292840
215805000,9473353
219018271,9619907
219933000,9219800
229967000,9553634
232019285,9770634
241645000,9593206
249009000,9701293
249986000,9765029
253068400,9467392
256568000,9352561
258722000,9301536
294910704,9007386
302988832,9430715
310438000,9000259
311000131,9696096
352843000,9539535
353366036,9427067
354424000,9851581
354900000,8124785
356852000,9267431
356961000,9477220
357571000,9757979
357737000,9168867
370115580,9817341
370312000,9297527
371233000,9441001
371399000,9512135
371956000,9708928
373777000,9104304
414360000,9783370
419696696,9467768
443476799,9244403
460885600,9691319
477076500,9317406
477183700,8819988
477764100,9481477
477898700,9329538
477942900,9642514
477990400,9316206
517035807,9451408
525114003,9275983
525119029,9251561
532975568,9651864
533130228,9809083
533180140,9213466
537856590,9568304
538004750,9658903
538004979,9624938
538005350,9637492
538005624,9694529
538005972,9268083
538007606,9769300
538007979,9559705
538008338,9248459
538008515,9429869
542927480,9679268
562519200,9247766
562593696,9668867
562643120,9638630
562663340,9165281
563009210,9386110
563011000,9461635
563020200,9543079
563020624,9279692
563034232,9188829
563042760,9727675
563047019,9724702
563053900,9551674
563172327,9718791
563437120,9305702
563474008,9708825
563494000,9387750
563570258,9782443
563866000,9523976
564721964,9354272
565233014,9472622
565449680,9710749
565554001,9707352
566178840,9298272
566210000,9603659
566656994,9158886
566913000,9242338
570017988,9350654
574002890,9748942
574912984,9781279
636014590,9247560
636014998,9455818
636015321,9243617
636016277,9477787
636016370,9693745
636018272,9222974
636018525,8913514
636018584,9534004
636018603,9316373
636018725,9831713
636092106,9763576
636092660,9319569
677014808,9511882
766635592,9705689
767891496,9414266
2076704,9269594
101770126,9616802
205500992,9763502
210535000,9241487
215312000,9835769
215511000,9246786
215606000,1000899
219234000,9832585
219629000,9632131
235081604,9409209
236384000,9349033
241260000,9292486
247254128,9299123
248294000,9233739
255806077,9252553
256613000,9294109
257389000,9827205
259232360,9154828
273427094,9766085
295864776,9542116
311000316,9692777
311000845,9791200
311032500,9443918
311343040,8955392
311787472,9683609
314481000,9836490
319600000,9363118
351445000,9729879
351459000,9672210
351724000,9573830
352521000,9436111
353456185,9438171
357117000,9395501
357668000,9175846
370030000,9520819
370560000,9512161
370772000,9574157
373734000,9124251
374209000,9557630
374424000,9176759
405000205,9405502
414066000,9628738
419000202,9590814
431262000,9712644
477043400,9727649
477112900,9804253
477153600,9807023
477183500,9792917
477207704,9627033
477242500,9554731
477314800,9728332
477326100,9830082
477353900,9587219
477694600,9663283
525003562,9802736
525008024,8103420
525015767,9177571
525420654,9482665
533000000,9434008
533000981,9433999
533130709,9538397
533180081,9062269
538005824,9717125
538006585,9274288
538007363,9772058
538007512,9745251
538007586,9320348
538070832,9832169
541022176,9741607
560886696,9373577
562768787,9116424
562769025,9501447
562883552,9306811
563000696,9504217
563010465,9551296
563141972,9708447
563173648,9723801
563628000,9546978
564013984,9757187
564409000,9635858
564594116,9830484
564711406,9261451
564898544,9321237
565338000,9351842
565410000,9712527
565556484,9613147
565767028,9808376
565868536,9511624
565955000,9713404
566072048,9613018
566136600,9615834
566272036,9670195
566738000,9629691
566872000,9611008
567069300,8799255
574003150,9310252
633789680,9654919
635109258,9402574
636013377,9473121
636013897,9374507
636014091,9418573
636015897,9238777
636016742,9184859
636017407,9281011
636017593,9111474
636018067,9804942
636018876,9414125
636019634,9398266
662943992,9655365
766794056,9308170
106120307,9776341
107177416,9710359
198269310,9242120
206631160,9711860
210702000,9675676
213293056,9352585
228340900,9299795
229582000,9636735
235109293,9683001
240139144,9246645
241075000,9476692
241086000,9468671
241380000,9470040
244163000,9575383
256454000,9718193
256687000,9436379
271002721,9224673
304251000,9228617
309065000,9277620
310774000,9744013
311000450,9419565
319117400,1010363
351545000,9159012
351560000,9615860
351794000,9430014
352952000,9606314
354996759,9007829
355077000,9663245
365076608,9738777
369936212,9842750
371572000,9487407
372085000,9397262
374075000,9746786
374126000,9747948
374273000,9769647
394254696,9605657
416426000,9301275
431138000,9034638
440039000,9326225
441196000,9365386
441471000,9344473
474189093,9724594
477045200,9779991
477135900,9602851
477177700,9376749
477300600,9683245
477316000,9243409
477518400,9625401
477669200,9284726
477690200,9332066
477769800,9712890
477810400,9739989
477866800,9560003
477942100,9274460
491709258,9727338
525007318,9692533
525009342,8782123
525010312,9727675
525024375,9554585
525025095,9051595
533019900,9066916
533130611,9009750
533131030,9730971
538001711,9224283
538003681,9551296
538006084,9735115
538006799,9753351
538007405,9575204
538008386,9824033
548974000,9798492
558823296,9545900
562125696,9567764
562215730,9342413
562397696,9648790
562506696,9656436
562533361,9062269
562949607,9265574
563007651,9724582
563010062,9058244
563016809,9619696
563033300,9798179
563040896,9807061
563052900,9357963
563073800,9193240
563569000,9674804
563657000,9223540
563751008,9215282
564221028,9282596
564269000,9376933
564714304,9725146
564752024,9189184
564759000,9204025
564859728,9825049
564926976,9381316
564930960,9062960
565110000,9645475
565593000,9306548
565621782,9389722
565767008,9588689
565829000,9373591
565848944,9705677
566111072,9501461
566536040,9199701
566790012,9629299
566864000,9632765
567362943,9344801
568902578,9664885
574002770,9191436
574319000,8814225
636010380,9102124
636011360,9216640
636013193,9167174
636014574,9261451
636014957,9577056
636016992,9125190
636017210,9226700
636018058,9461477
636018529,9357535
636018932,9322774
636019632,9217981
679214208,9576911
745439096,9679268
751795420,9825025
775329812,9352066
203871056,9317028
210278000,9283980
210662000,9397860
219488000,9461659
235076527,9036442
240837000,9399507
249636000,9354612
258282808,9007752
259725000,9103128
265013000,9818280
304834000,9327566
308937000,9264910
311000438,9578646
311000567,9750000
311038800,9370666
311060100,9225782
319061200,9691400
319605000,9124471
351140000,8799645
352385000,9345972
354938000,9557214
355640000,9438353
355727000,9108104
356744000,9326158
370591000,8952857
371662000,9543897
371795000,9305697
371798000,9303194
371851736,9200677
372286000,9606780
373117964,9812418
373553000,9471666
373942000,9618678
374630000,9041655
375165320,9192258
403547000,9388273
414741000,9614086
431201000,8710728
432930000,9443073
441467000,9575515
441933000,9315848
477133900,9670810
477179000,9121742
477183100,9811517
477232800,9789647
477293100,9627992
477347300,9725392
477638800,9451367
477742300,9576882
477768700,9384851
477850400,9747510
477855300,9686352
525003201,9646948
525007322,9180920
525020024,9646065
525020160,9501473
525119146,9302657
525200006,8222941
527211256,9656503
533000727,9507324
533131017,9381328
533180111,9717838
533566616,9524671
535098176,9678654
538003920,9411006
538004408,9500039
538004846,9030955
538005318,9511260
538006043,9326782
538006048,9686388
538006267,9723631
538006917,9304289
538007136,9757254
538007793,9221918
538008733,9478884
538090517,9785354
538090538,9827310
542064580,9795907
548837000,9567336
563007500,9794771
563012300,9581265
563019632,9217981
563029922,9830197
563040512,9613795
563062800,9783904
563169858,9594767
563439296,9305702
563697000,9368168
563714064,9284788
564441984,9640889
564714257,9409170
564715143,9404209
564949896,9736834
565138000,9700940
565238000,9415662
565394000,9323429
565620000,9307932
565635001,9170975
566657004,9739288
635537672,9019327
636013308,9343118
636014069,9417799
636014975,9104108
636016823,9276482
636017306,9229312
636017972,9347437
636018925,9793258
636019398,9566849
636092312,9267754
663304568,9672973
968163408,9143350
210905312,9301263
211367460,9229831
211779000,9252565
232005015,9309978
241514000,9731169
244056000,9828986
248473000,9729104
249896000,9792541
257314000,8420799
257357000,9288837
259095000,9112117
259965000,9497830
309368000,9301029
310730000,9690169
311000177,9291432
311000591,9777553
311000716,9828297
311000817,9286229
311025400,9445708
311393574,9687851
319029800,9503964
352549037,9683001
353131000,9514391
354536000,9773935
354939000,9258129
356969714,9072460
357156000,9340001
367867000,8822466
369463000,9647526
370159000,9558361
370367000,9689811
370423000,9392080
370668000,9350927
371097000,9363807
371541000,9856646
372324000,9391775
372609384,9568744
372772000,9406491
373838000,9595618
374404000,9741372
413828000,9558086
419000175,9487897
431550000,9174282
477083700,9525364
477147500,9325386
477440500,9103104
477518900,9613135
477765700,9591234
503592000,9526356
525011085,9549724
527137264,9673109
533130976,9685059
533649972,9808376
538001744,9731078
538003568,8814110
538005301,9512484
538005615,9674842
538006136,9499943
538006514,9489285
538007808,9233753
538023806,9072288
562269483,9724702
562382656,9065443
562448696,9504205
562771913,9548081
562951914,9619957
563000900,9289934
563006416,9629158
563028144,9375513
563033720,9748318
563037741,9683001
563051600,9348106
563071400,9799678
563117000,9457385
563182036,9384069
563283000,9677480
563369696,9128673
563491000,9665657
563848034,9657935
563851000,9110949
563893220,9299812
564081000,9466025
564557031,9428346
564575000,9665633
565333024,9475674
565399000,9594212
565401200,9134971
565498168,9743241
565579652,9332200
565934000,9530670
566073000,9593282
566464000,9598945
566475000,9655365
566747000,9367176
567217446,9276224
569835304,9717151
626035000,8914013
636014081,9433016
636017108,9666493
636018534,9236901
636018845,9618812
668029544,9733624
710239000,9453810
766744592,9382528
7423452,9262429
209242944,9610236
212522000,9281580
218857000,9430777
229046000,9601194
232018901,9725160
235062848,9387279
242423592,9676735
247289500,9426075
248843992,9436379
249230000,9744661
271045741,9146962
304798000,9315549
308659000,9300362
351176000,9515539
352775829,9494888
352993000,9474723
353052000,9758026
353616000,9335836
353757000,9806756
354159000,9247194
354594000,9562831
356466000,9442550
356950000,9206384
357039015,9378864
357988000,9567661
371044000,9476599
372272960,9293246
373846008,9358682
374727000,9736353
413050000,9234331
441310000,9445409
477001600,9628910
477036900,9440227
477066400,9240421
477114900,9446934
477137500,9733313
477229900,9608752
477346200,9603518
477746800,9477529
477764400,9579054
524499104,9810939
525006403,9720665
525012318,9701396
525013026,9118408
525100912,9066423
525125003,9305879
526462552,8844191
533062440,9489883
533130456,9668520
538003894,9342750
538003905,9441312
538005231,9310276
538005357,9687100
538005708,9714783
538005997,9712486
538006680,9748722
538007855,9671838
538008142,9843780
538008165,9853254
538008240,9272814
548777000,9363821
562469696,9545900
563012344,9110975
563019400,9806689
563023148,9812353
563025500,9529542
563036200,9760548
563092024,9429857
563176534,9730971
563338000,9256183
563501000,9442160
563731000,9288162
563916000,9296298
564333960,9812406
564456988,9235127
564606000,9314911
564638000,9528017
564726000,9694579
565192000,9308132
565251084,9439539
565264000,9731195
565332008,9634696
565418039,8403313
565642945,9424209
566785000,9578048
567097000,9354741
567168000,9205562
567203524,9386093
570260104,9280615
572226220,9140293
624013000,9385594
636014457,9278521
636015666,9619440
636015930,9233832
636016290,9669914
636016675,9537848
636017577,9754965
636017943,9615418
636019587,9589619
636091971,9402586
636092190,9453262
637766947,9724582
668253584,9458999
8166568,9717371
241519000,9790270
255805703,9239862
255805799,9447861
255805979,9750464
256430000,9354662
257376000,9387700
258184808,9714329
259984000,9531648
297680496,7238319
304127000,9347841
305078000,9402043
311698000,9285641
312187000,9303405
351835000,9193721
352554283,9724702
352807000,9141998
353108000,9321861
353988000,9601869
359789388,9608752
370033000,9217876
370379000,9573775
370572000,9552410
371394216,9691759
371487000,9672208
371657000,9779446
371926000,9561813
372427000,9413066
372884000,9381237
374586003,9153513
412023000,9223277
413065000,9270476
416032000,9786968
431157000,9393216
441621307,9246463
477177400,9378008
477185200,9380049
477203900,9636357
477311400,9603972
477389900,9547817
477849700,9712931
477939800,9733947
525003395,9779903
525012335,9196436
525019395,9621675
525023239,9173654
525107013,9248849
525300321,9019602
533000894,9570204
533180112,9659505
538002269,9275725
538003174,9381330
538003291,9367413
538003756,9556181
538003992,8952857
538004052,9426726
538004127,9414876
538005567,9600932
538005588,9320714
538005627,9637246
538006687,9493688
538007960,9791298
538007997,9225031
548887000,9226748
562373928,9461427
562435696,9649067
562550696,9649380
562767755,9531337
563004160,9305714
563004684,9581265
563005370,9674608
563009240,9386079
563020266,9668075
563041418,9827982
563075110,9698642
563362000,9638965
563629547,9737230
563736000,9656084
564221408,9292486
564333964,9349552
564333969,9715957
564368000,9393101
564404000,9134282
564510000,9669380
564679328,9113094
564714501,9349514
564715174,9276224
564717120,9496616
564888030,9188104
565058006,9532317
565257684,9508158
565503884,9526887
565763000,9307920
565765984,9580015
566087000,9605798
566542809,9629366
566848000,9597252
567454536,9454436
568902135,9180748
570204304,9174115
574322000,9255830
636012766,9323962
636013183,9272955
636014675,9522269
636017738,9507881
636017857,9778727
636018154,9764049
636019407,9256482
5250016,9613977
205602000,9456680
209064000,9731432
209243000,9592135
212870995,9153513
219598000,9692129
222387888,9130391
228342900,9299800
229212000,9455686
229278000,9187370
229533000,9646900
232006648,9719264
235074621,9403530
235087726,9535058
241036000,9216705
248968000,9344784
249349000,9774185
249936000,9798076
255805942,9293820
256296000,9353620
258097000,9744063
309116000,9377717
311000387,9706504
312556000,7616781
319061700,9330783
351143000,9229233
351633452,9713349
351951000,9246619
353139000,9409027
353456000,9451410
353835000,9844069
354918000,9738935
355181000,9253806
355570000,9323807
356245000,9291274
356688000,9738777
357159000,9189017
370487000,9515668
370712000,9804552
371076000,9757187
371438000,9426623
371660000,9321225
372719000,9685619
373448000,9552381
374142000,6620773
374849000,9783928
412163000,9166895
431000016,9338785
477220200,9627978
477478800,9684653
506077000,9158123
518100433,9145889
524672492,9434101
525005398,9140396
525007270,9688295
525015583,8902137
525024265,9548081
525962264,9503689
533180215,9155389
538002322,9291420
538003413,9418729
538003678,9418145
538005598,9299616
538006078,9719707
538006895,9731793
538008198,9297345
538008368,9789269
538008479,9451408
542398176,9128673
562390696,9638018
562490224,9654919
563001248,9364186
563001261,9683001
563001320,9046928
563008580,9413286
563029908,9742211
563040520,9754812
563061432,9239642
563064600,9820661
563080276,9427067
563095900,9228291
563171478,9458822
563459003,9706499
563617648,9783942
563871000,9272656
564369022,9072288
564688000,9730191
564715377,9619438
564855000,9355927
565188984,9325037
565422928,9707352
565953000,9202792
566587000,9532551
566681984,9727340
566736016,9535357
569806616,9603843
574001410,9609263
574317995,9724702
574447000,9359624
574493000,9335460
634443248,9778741
636014315,9312872
636016112,9374882
636016424,9297864
636016672,9267649
636016940,9238789
636017413,9747895
636018362,9514327
636018765,9419101
636019077,9379131
636019126,9077123
636092138,9482873
636092147,9469572
636092311,9277280
665378823,9839789
713998874,9088029
969506248,9721401
5250040,9739551
174671728,9189172
185928436,8616623
209703000,9587350
210104000,9589255
210581000,9601728
210813000,9453767
229125000,9597238
229132000,9623685
229949000,9634646
232006295,9766580
235108538,9682980
246662000,9551973
248610000,9174660
248796000,9457878
249061000,9363144
249576000,9283306
249593000,9383869
255806091,9634660
255806168,9635248
256078000,9231212
256828000,9619555
257083750,9834727
265213576,9430612
310622000,9579042
311000112,9665748
311000641,9817561
311000757,9461128
311584000,9274513
351828000,9279331
352119000,9545431
352167000,9325362
353351720,9830472
354180000,9590979
354858000,9478793
355248040,9511909
356180000,9354210
357897000,9459527
357960992,9581370
370234448,9686649
370990000,9806146
371103000,9814143
371147000,9339844
371568000,9405007
371810000,9477282
371977000,9336763
372893000,9802097
373542000,9642734
374024000,9144067
419264360,9601211
428815522,9704049
432470000,9271274
440020000,9303273
440251000,9310214
447097000,9534793
477016200,9651955
477083648,9537214
477142300,9472206
477641400,9381720
477790300,9701451
477942500,9625243
499105344,9351036
518100463,8985880
519668808,9290220
525008078,9664055
525012350,9061320
525104018,9843027
525125013,9838876
525200357,9864459
533130995,9058933
533180182,9692533
538003107,9349306
538003529,9279771
538003712,9400679
538003898,9569994
538003959,9521007
538003987,9401178
538004719,9335991
538004901,9428401
538004973,9002623
538005582,9159660
538005705,9714757
538005900,9722015
538005989,9735610
538006923,9772010
538007148,9785500
538007174,9443009
538007248,9259264
538007360,9769271
538007617,9308015
538008223,9354090
562540180,9031818
562676940,9427471
563031840,9742376
563042500,9555395
563055600,9832169
563062400,9788978
563076552,9504700
563091300,9222651
563443200,9305702
563540000,9635781
563620696,9310824
563922968,9786906
563954968,9560352
564176944,9435612
564704896,7106059
564715527,9839789
564717972,9588445
565288056,9382542
565636008,9750880
566144000,9569968
566833000,9718076
566919032,8757348
567561000,9474113
567583000,9182318
567630672,9683609
574001810,9664940
574003220,9352066
636013827,9085352
636015975,9349605
636017007,9124512
636018575,9802217
636018840,9347920
636090863,9297852
636092329,9605633
636092604,9398436
666008988,9427055
667001403,8673982
764335841,9253947
764495742,9427275
997019312,9355654
53740912,9328699
94945783,9180748
104101308,9604938
107374180,9724697
205794000,9464687
209292000,9241102
210933000,9613094
212026000,9316660
212272000,9329813
219242000,9391440
219484000,9617959
226327016,9689160
229007000,9525936
235112806,9719501
247405800,9782687
248136000,9771664
256991000,9284245
259848000,8616556
297336576,9357781
305065000,9337236
305752000,9425186
310554000,9312456
325937000,9247077
334992704,9390240
353650000,9070723
354410000,9283887
368127000,9642083
370219000,9645358
370258000,9737060
370903000,9256729
371846000,9403669
373109000,9442524
373644000,9648233
374570032,9515424
413489860,9662239
414065000,9628726
419592000,9281683
422031400,9165786
422208400,9357717
431747000,9553115
447188000,9653422
457594000,9298088
458318437,9612088
477077700,9484338
477203100,9622605
477317700,9439618
477360800,9285976
503012920,9635937
525008100,9601699
525020128,9657820
525253094,9126417
525421248,9349564
525694464,9305702
527739824,9712644
533003456,9660396
537067203,9468190
538003267,9339260
538004711,9635614
538004826,9575474
538005235,9306158
538006841,9748227
538006966,9333137
538007493,9600645
538007621,9709025
538007977,9474242
538008183,9611321
544107120,8517358
562417696,9588689
563019854,9289611
563035288,9833228
563036000,9421271
563038818,1101693
563066512,9554286
563068620,9280861
563077000,9367580
563092700,9870886
563194000,9535307
563480040,9634658
563672960,9665607
563920040,9691759
564100000,9315056
564229000,9682241
564275128,9672313
565256884,9846366
565392848,9311799
565756376,9382580
565962000,9726126
566116000,9608049
566175032,9222986
566541048,9707338
566685016,9305544
567211714,9131606
569082304,9675145
572270220,8811077
574000580,9331878
574004060,9343704
620460000,9820271
634473999,9321184
636013839,9508706
636013854,9528574
636016197,9707584
636017082,9730086
636018528,9357547
636018564,9679892
636018919,9283801
636018920,9141405
636019118,9232321
636229496,7616262
965713384,9830472
7297568,9742376
7792568,9382542
27520480,9382554
51994144,9276028
68487792,9382592
107027667,9371098
219298000,9578232
224976748,9257022
229029000,9634713
229042000,9530644
232013378,9815264
235084298,9463023
248910000,9375288
248943000,9786011
256797000,9269233
259084000,9461831
273829310,8225527
310644000,9600528
310779000,9744025
311055800,9303364
311919000,9267912
319562000,9322827
351012000,9425916
352192000,9781023
352978000,9375238
353592000,9588093
354085193,9376933
356051000,9219458
357286000,9194490
357304000,9699957
370101676,9820441
370153000,9399909
371507000,9687758
372230000,9476953
372931980,9832157
373223000,9491408
377292000,9585261
416030000,9832975
430919256,9355769
431349000,9252228
431432000,9392353
437172160,8955392
441615000,9253454
477196100,9591674
477548500,9726530
477881300,9514559
477910392,9439058
477939900,9721499
532746568,9230177
533016000,9331646
533901192,9454436
538003782,9457567
538003831,9476721
538004142,9240847
538004260,9456549
538005592,9308417
538006394,9180164
538006556,9642526
538006699,9730361
538007741,9457725
538007796,9230969
538008208,9720017
562491551,9578828
562646696,9680267
562658561,9690547
562693712,9537800
563009880,9262704
563021576,9321639
563030337,9501447
563033900,9797735
563141984,9683594
563169505,9551296
563169537,9438418
563171264,9691345
563181861,8753366
563211928,9389502
563474000,9553189
563730392,9332262
563790000,9482029
563917960,9711688
564486000,9064358
564530040,8771679
564788233,9373498
564949024,9376878
565174000,9340453
565331992,9629366
565380928,9760861
565534936,9336385
565757196,9340702
565846184,9683348
566579200,9065443
566678000,9593062
566685048,9582738
566931000,9342217
622121413,9460083
631952000,8520317
636013821,9391610
636014595,9490715
636016129,9590307
636016653,9531727
636017718,9536973
636018080,9671644
636018670,9815604
636091345,9347944
636560252,8819976
667003212,9545780
667408296,9649380
766041944,9007831
806469400,9279642
940656356,9367449
